Date,Open,High,Low,Close,Adj Close,Volume
29-03-2010,5283.899902,5329.549805,5242.149902,5302.850098,5302.850098,0
30-03-2010,5302.950195,5325,5251.350098,5262.450195,5262.450195,0
31-03-2010,5260.399902,5293.899902,5235.149902,5249.100098,5249.100098,0
01-04-2010,5249.200195,5298.600098,5249.200195,5290.5,5290.5,0
05-04-2010,5291.399902,5377.549805,5291.399902,5368.399902,5368.399902,0
06-04-2010,5369.649902,5388.649902,5351.700195,5366,5366,0
07-04-2010,5365.700195,5399.649902,5345.049805,5374.649902,5374.649902,0
08-04-2010,5376.299805,5383.649902,5290.25,5304.450195,5304.450195,0
09-04-2010,5302.399902,5377.450195,5302.25,5361.75,5361.75,0
12-04-2010,5354.149902,5382.149902,5324.899902,5339.700195,5339.700195,0
13-04-2010,5340.850098,5356.5,5301.700195,5322.950195,5322.950195,0
15-04-2010,5323.299805,5373.149902,5265.299805,5273.600098,5273.600098,0
16-04-2010,5273.399902,5283.049805,5237.549805,5262.600098,5262.600098,0
19-04-2010,5279.049805,5279.049805,5160.899902,5203.649902,5203.649902,0
20-04-2010,5208.299805,5257.25,5208.299805,5230.100098,5230.100098,0
21-04-2010,5230.299805,5266.299805,5230.299805,5244.899902,5244.899902,0
22-04-2010,5248.600098,5331.799805,5221.100098,5269.350098,5269.350098,0
23-04-2010,5269.649902,5311.049805,5269.649902,5304.100098,5304.100098,0
26-04-2010,5299.350098,5342.350098,5299.350098,5322.450195,5322.450195,0
27-04-2010,5322.100098,5330.549805,5301.399902,5308.350098,5308.350098,0
28-04-2010,5308.200195,5308.25,5202.450195,5215.450195,5215.450195,0
29-04-2010,5215.25,5264.75,5214.799805,5254.149902,5254.149902,0
30-04-2010,5254.200195,5294.799805,5254.200195,5278,5278,0
03-05-2010,5278.399902,5278.700195,5210.049805,5222.75,5222.75,0
04-05-2010,5223.899902,5250.149902,5134.850098,5148.5,5148.5,0
05-05-2010,5148.350098,5148.350098,5056.5,5124.899902,5124.899902,0
06-05-2010,5124.399902,5124.899902,5037.75,5090.850098,5090.850098,0
07-05-2010,5072.299805,5085.649902,4984.600098,5018.049805,5018.049805,0
10-05-2010,5026.600098,5203.299805,5026.600098,5193.600098,5193.600098,0
11-05-2010,5189.75,5206.700195,5126.5,5136.149902,5136.149902,0
12-05-2010,5133.75,5172.850098,5098.799805,5156.649902,5156.649902,0
13-05-2010,5157.549805,5212.700195,5147.950195,5178.899902,5178.899902,0
14-05-2010,5180.549805,5192.75,5070.950195,5093.5,5093.5,0
17-05-2010,5093.899902,5094.549805,4966.25,5059.899902,5059.899902,0
18-05-2010,5059.549805,5105.200195,5024.25,5066.200195,5066.200195,0
19-05-2010,5065.100098,5065.100098,4908.149902,4919.649902,4919.649902,0
20-05-2010,4924.299805,4980.25,4924.299805,4947.600098,4947.600098,0
21-05-2010,4946.700195,4946.700195,4842.299805,4931.149902,4931.149902,0
24-05-2010,4944.299805,5029.549805,4923.450195,4943.950195,4943.950195,0
25-05-2010,4945.299805,4946.600098,4786.450195,4806.75,4806.75,0
26-05-2010,4807.299805,4925.450195,4807.299805,4917.399902,4917.399902,0
27-05-2010,4915.149902,5016.600098,4897.600098,5003.100098,5003.100098,0
28-05-2010,5005.600098,5077.25,5005.600098,5066.549805,5066.549805,0
31-05-2010,5076.100098,5097.600098,5038.549805,5086.299805,5086.299805,0
01-06-2010,5086.25,5086.950195,4961.049805,4970.200195,4970.200195,0
02-06-2010,4970.75,5031.200195,4967.049805,5019.850098,5019.850098,0
03-06-2010,5020.149902,5125.700195,5020.149902,5110.5,5110.5,0
04-06-2010,5112.600098,5147.899902,5091.600098,5135.5,5135.5,0
07-06-2010,5132.950195,5132.950195,5004.25,5034,5034,0
08-06-2010,5036.700195,5071.350098,4967.299805,4987.100098,4987.100098,0
09-06-2010,4985.049805,5050.600098,4980.100098,5000.299805,5000.299805,0
10-06-2010,4999.600098,5085.200195,4997.600098,5078.600098,5078.600098,0
11-06-2010,5078.75,5139.049805,5078.75,5119.350098,5119.350098,0
14-06-2010,5120.149902,5201.25,5120.149902,5197.700195,5197.700195,0
15-06-2010,5201.299805,5231.450195,5171.049805,5222.350098,5222.350098,0
16-06-2010,5225.049805,5255.649902,5214.899902,5233.350098,5233.350098,0
17-06-2010,5233.649902,5285.549805,5206.549805,5274.850098,5274.850098,0
18-06-2010,5274.950195,5302.299805,5245.5,5262.600098,5262.600098,0
21-06-2010,5266.5,5366.75,5266.5,5353.299805,5353.299805,0
22-06-2010,5353.950195,5354.350098,5311.049805,5316.549805,5316.549805,0
23-06-2010,5316.149902,5333.299805,5288.149902,5323.149902,5323.149902,0
24-06-2010,5323.25,5348.299805,5284.549805,5320.600098,5320.600098,0
25-06-2010,5320.5,5320.5,5259.899902,5269.049805,5269.049805,0
28-06-2010,5271.100098,5339.450195,5270.75,5333.5,5333.5,0
29-06-2010,5333.549805,5334.149902,5235.799805,5256.149902,5256.149902,0
30-06-2010,5254.25,5320.350098,5210,5312.5,5312.5,0
01-07-2010,5312.049805,5312.549805,5232.100098,5251.399902,5251.399902,0
02-07-2010,5251.25,5277.25,5225.600098,5237.100098,5237.100098,0
05-07-2010,5237,5252.75,5225.850098,5235.899902,5235.899902,0
06-07-2010,5236.100098,5297.450195,5231.5,5289.049805,5289.049805,0
07-07-2010,5293.100098,5296.75,5233.450195,5241.100098,5241.100098,0
08-07-2010,5242,5320.5,5242,5296.850098,5296.850098,0
09-07-2010,5297.200195,5359.049805,5297.200195,5352.450195,5352.450195,0
12-07-2010,5352.25,5402.700195,5351.600098,5383,5383,0
13-07-2010,5370.200195,5406.200195,5357.850098,5400.649902,5400.649902,0
14-07-2010,5402,5453.450195,5371.700195,5386.149902,5386.149902,0
15-07-2010,5387.100098,5399.200195,5360.600098,5378.75,5378.75,0
16-07-2010,5376.649902,5401.350098,5374.399902,5393.899902,5393.899902,0
19-07-2010,5392.700195,5409.100098,5361.5,5386.450195,5386.450195,0
20-07-2010,5387,5416.450195,5353.600098,5368,5368,0
21-07-2010,5368.850098,5409.100098,5368.850098,5399.350098,5399.350098,0
22-07-2010,5399.149902,5447.149902,5372.200195,5441.950195,5441.950195,0
23-07-2010,5441.899902,5477.5,5435.149902,5449.100098,5449.100098,0
26-07-2010,5446.549805,5466.25,5409.200195,5418.600098,5418.600098,0
27-07-2010,5420.200195,5450.950195,5407.200195,5430.600098,5430.600098,0
28-07-2010,5436.100098,5447.850098,5386.25,5397.549805,5397.549805,0
29-07-2010,5397.850098,5415.850098,5381.549805,5408.899902,5408.899902,0
30-07-2010,5408.399902,5413.25,5349.200195,5367.600098,5367.600098,0
02-08-2010,5369.549805,5438.850098,5351.299805,5431.649902,5431.649902,0
03-08-2010,5432.5,5459.200195,5426.399902,5439.549805,5439.549805,0
04-08-2010,5441.350098,5481.899902,5428.399902,5467.850098,5467.850098,0
05-08-2010,5470.149902,5487.149902,5443.100098,5447.100098,5447.100098,0
06-08-2010,5448.25,5471.899902,5431.350098,5439.25,5439.25,0
09-08-2010,5439.799805,5492.299805,5433.25,5486.149902,5486.149902,0
10-08-2010,5486.799805,5491.450195,5445.350098,5460.700195,5460.700195,0
11-08-2010,5460.700195,5474.600098,5412,5420.600098,5420.600098,0
12-08-2010,5418.700195,5431.100098,5372.450195,5416.450195,5416.450195,0
13-08-2010,5420.649902,5476.5,5415.5,5452.100098,5452.100098,0
16-08-2010,5452.100098,5465.25,5397.399902,5418.299805,5418.299805,0
17-08-2010,5422.149902,5443.549805,5408.799805,5414.149902,5414.149902,0
18-08-2010,5416.25,5487.950195,5416.25,5479.149902,5479.149902,0
19-08-2010,5478.25,5544.700195,5478.100098,5540.200195,5540.200195,0
20-08-2010,5540.799805,5546.600098,5513.350098,5530.649902,5530.649902,0
23-08-2010,5531.149902,5549.799805,5519.399902,5543.5,5543.5,0
24-08-2010,5541.100098,5547.25,5488.450195,5505.100098,5505.100098,0
25-08-2010,5505.299805,5506.149902,5452.549805,5462.350098,5462.350098,0
26-08-2010,5462.100098,5486.549805,5454.700195,5477.899902,5477.899902,0
27-08-2010,5489.600098,5495.200195,5391.950195,5408.700195,5408.700195,0
30-08-2010,5408.899902,5469,5390.350098,5415.450195,5415.450195,0
31-08-2010,5413.549805,5413.899902,5348.899902,5402.399902,5402.399902,0
01-09-2010,5403.049805,5478.600098,5403.049805,5471.850098,5471.850098,0
02-09-2010,5471.899902,5513.950195,5471.850098,5486.149902,5486.149902,0
03-09-2010,5486.299805,5510.399902,5473.649902,5479.399902,5479.399902,0
06-09-2010,5479.549805,5589.399902,5479.549805,5576.950195,5576.950195,0
07-09-2010,5575.899902,5625.5,5571.649902,5604,5604,0
08-09-2010,5604.25,5625.299805,5567.75,5607.850098,5607.850098,0
09-09-2010,5608.299805,5647.450195,5608.100098,5640.049805,5640.049805,0
13-09-2010,5639.200195,5770.600098,5639.200195,5760,5760,0
14-09-2010,5760.299805,5838.450195,5760.299805,5795.549805,5795.549805,0
15-09-2010,5795.25,5869.450195,5792.200195,5860.950195,5860.950195,0
16-09-2010,5861.100098,5901.649902,5815.799805,5828.700195,5828.700195,0
17-09-2010,5828.700195,5898.399902,5828.700195,5884.950195,5884.950195,0
20-09-2010,5885.049805,5989.5,5885.049805,5980.450195,5980.450195,0
21-09-2010,5980.5,6032.799805,5961.850098,6009.049805,6009.049805,0
22-09-2010,6008.399902,6037.399902,5946.450195,5991,5991,0
23-09-2010,5991.049805,6006.799805,5932.399902,5959.549805,5959.549805,0
24-09-2010,5959.450195,6029.100098,5951.200195,6018.299805,6018.299805,0
27-09-2010,6018.299805,6073.5,6018.299805,6035.649902,6035.649902,0
28-09-2010,6036.049805,6049.799805,5991.299805,6029.5,6029.5,0
29-09-2010,6029.149902,6071.549805,5979.649902,5991.299805,5991.299805,0
30-09-2010,5991.350098,6048.450195,5963.600098,6029.950195,6029.950195,0
01-10-2010,6030.299805,6153.100098,6030.299805,6143.399902,6143.399902,0
04-10-2010,6144.700195,6222.100098,6144.700195,6159.450195,6159.450195,0
05-10-2010,6159.450195,6188.350098,6118.049805,6145.799805,6145.799805,0
06-10-2010,6150.950195,6223.399902,6148.600098,6186.450195,6186.450195,0
07-10-2010,6186.850098,6199.450195,6107.5,6120.299805,6120.299805,0
08-10-2010,6121.399902,6148.600098,6067,6103.450195,6103.450195,0
11-10-2010,6105.950195,6187.75,6105.950195,6135.850098,6135.850098,0
12-10-2010,6135.950195,6144.950195,6057.950195,6090.899902,6090.899902,0
13-10-2010,6091.450195,6240.25,6089.75,6233.899902,6233.899902,0
14-10-2010,6234.299805,6284.100098,6157.899902,6177.350098,6177.350098,0
15-10-2010,6175.899902,6200.600098,6050.350098,6062.649902,6062.649902,0
18-10-2010,6112.75,6115.100098,5985.100098,6075.950195,6075.950195,0
19-10-2010,6114.450195,6127.049805,6008.149902,6027.299805,6027.299805,0
20-10-2010,6002.950195,6038.100098,5966.75,5982.100098,5982.100098,0
21-10-2010,6008.899902,6113.5,5984.899902,6101.5,6101.5,0
22-10-2010,6113.399902,6121.100098,6041.350098,6066.049805,6066.049805,0
25-10-2010,6101.25,6151.299805,6094.600098,6105.799805,6105.799805,0
26-10-2010,6116.299805,6120.25,6074.649902,6082,6082,0
27-10-2010,6075.450195,6075.950195,5987.549805,6012.649902,6012.649902,0
28-10-2010,6039.950195,6071.100098,5968.100098,5987.700195,5987.700195,0
29-10-2010,6021.149902,6032.649902,5937.100098,6017.700195,6017.700195,0
01-11-2010,6092.299805,6132.399902,6084.75,6117.549805,6117.549805,0
02-11-2010,6127.549805,6138.100098,6094.399902,6119,6119,0
03-11-2010,6150.600098,6182.5,6146.799805,6160.5,6160.5,0
04-11-2010,6209.600098,6290.149902,6199.350098,6281.799805,6281.799805,0
08-11-2010,6335.25,6335.899902,6265.350098,6273.200195,6273.200195,0
09-11-2010,6281,6310.899902,6243.549805,6301.549805,6301.549805,0
10-11-2010,6303.200195,6307.649902,6269.25,6275.700195,6275.700195,0
11-11-2010,6286.350098,6296.549805,6179.5,6194.25,6194.25,0
12-11-2010,6182.299805,6202.5,6056.75,6071.649902,6071.649902,0
15-11-2010,6079.899902,6128.75,6039.399902,6121.600098,6121.600098,0
16-11-2010,6143.450195,6144.049805,5970.600098,5988.700195,5988.700195,0
18-11-2010,6075.950195,6076.200195,5906.75,5998.799805,5998.799805,0
19-11-2010,6011.299805,6013.25,5863.950195,5890.299805,5890.299805,0
22-11-2010,5920.899902,6020.25,5905.149902,6010,6010,0
23-11-2010,5971.549805,5973.350098,5824.950195,5934.75,5934.75,0
24-11-2010,5946.799805,5976.649902,5833.600098,5865.75,5865.75,0
25-11-2010,5883.950195,5907.100098,5780.350098,5799.75,5799.75,0
26-11-2010,5828.549805,5838.5,5690.350098,5751.950195,5751.950195,0
29-11-2010,5789.950195,5843.149902,5754.700195,5830,5830,0
30-11-2010,5811.600098,5892.25,5768.350098,5862.700195,5862.700195,0
01-12-2010,5871,5971,5865.549805,5960.899902,5960.899902,0
02-12-2010,6023.049805,6029.5,5980.600098,6011.700195,6011.700195,0
03-12-2010,6013.350098,6025.399902,5964.25,5992.799805,5992.799805,0
06-12-2010,6033.649902,6069.450195,5981.700195,5992.25,5992.25,0
07-12-2010,5995.049805,6001,5939.700195,5976.549805,5976.549805,0
08-12-2010,5954.399902,5960,5878.600098,5903.700195,5903.700195,0
09-12-2010,5924.25,5927.299805,5742.299805,5766.5,5766.5,0
10-12-2010,5761,5865.5,5721.149902,5857.350098,5857.350098,0
13-12-2010,5882.649902,5913.799805,5795.899902,5907.649902,5907.649902,0
14-12-2010,5928.700195,5953.950195,5888.75,5944.100098,5944.100098,0
15-12-2010,5931.149902,5942.75,5865.799805,5892.299805,5892.299805,0
16-12-2010,5910.549805,5956.149902,5855.049805,5948.75,5948.75,0
20-12-2010,5926.850098,5985,5900.25,5947.049805,5947.049805,0
21-12-2010,5960.399902,6007.450195,5960.049805,6000.649902,6000.649902,0
22-12-2010,6019,6023.799805,5958,5984.399902,5984.399902,0
23-12-2010,6005.899902,6006.450195,5964.600098,5980,5980,0
24-12-2010,5940.25,6017.350098,5940.25,6011.600098,6011.600098,0
27-12-2010,6013.299805,6045.75,5991.100098,5998.100098,5998.100098,0
28-12-2010,6005.350098,6010.899902,5982.25,5996,5996,0
29-12-2010,6005.149902,6067.549805,6002.850098,6060.350098,6060.350098,0
30-12-2010,6062.350098,6106.399902,6062.350098,6101.850098,6101.850098,0
31-12-2010,6105.100098,6147.299805,6103.549805,6134.5,6134.5,0
03-01-2011,6177.450195,6178.549805,6147.200195,6157.600098,6157.600098,0
04-01-2011,6172.75,6181.049805,6124.399902,6146.350098,6146.350098,0
05-01-2011,6141.350098,6141.350098,6062.350098,6079.799805,6079.799805,0
06-01-2011,6107,6116.149902,6022.299805,6048.25,6048.25,0
07-01-2011,6030.899902,6051.200195,5883.600098,5904.600098,5904.600098,0
10-01-2011,5901.299805,5907.25,5740.950195,5762.850098,5762.850098,0
11-01-2011,5767.950195,5842.600098,5698.200195,5754.100098,5754.100098,0
12-01-2011,5800.049805,5874.200195,5711.299805,5863.25,5863.25,0
13-01-2011,5850.75,5857.75,5736.700195,5751.899902,5751.899902,0
14-01-2011,5752.100098,5833.649902,5639.649902,5654.549805,5654.549805,0
17-01-2011,5648.799805,5696.149902,5624.149902,5654.75,5654.75,0
18-01-2011,5682.549805,5730.5,5671.25,5724.049805,5724.049805,0
19-01-2011,5737.350098,5747.649902,5662.549805,5691.049805,5691.049805,0
20-01-2011,5656,5729.450195,5634.5,5711.600098,5711.600098,0
21-01-2011,5692.049805,5717.549805,5674.5,5696.5,5696.5,0
24-01-2011,5717.100098,5756,5697.75,5743.25,5743.25,0
25-01-2011,5763.299805,5801.549805,5680.649902,5687.399902,5687.399902,0
27-01-2011,5725.299805,5726.100098,5594.950195,5604.299805,5604.299805,0
28-01-2011,5614,5614.399902,5459.549805,5512.149902,5512.149902,0
31-01-2011,5452.549805,5526.850098,5416.649902,5505.899902,5505.899902,0
01-02-2011,5537.299805,5539.149902,5402,5417.200195,5417.200195,0
02-02-2011,5469.549805,5490.600098,5415.649902,5432,5432,0
03-02-2011,5430.450195,5532.649902,5418,5526.75,5526.75,0
04-02-2011,5519.899902,5556.299805,5369.049805,5395.75,5395.75,0
07-02-2011,5430.149902,5440.350098,5376.950195,5396,5396,0
08-02-2011,5432.350098,5432.350098,5303.399902,5312.549805,5312.549805,0
09-02-2011,5293.049805,5339.450195,5225.649902,5253.549805,5253.549805,0
10-02-2011,5246.049805,5272.600098,5196.799805,5225.799805,5225.799805,0
11-02-2011,5219.649902,5319.450195,5177.700195,5310,5310,0
14-02-2011,5340.25,5463.799805,5340.25,5456,5456,0
15-02-2011,5467.75,5506.5,5408.350098,5481,5481,0
16-02-2011,5467.600098,5504.799805,5460.350098,5481.700195,5481.700195,0
17-02-2011,5501.700195,5553,5463.399902,5546.450195,5546.450195,0
18-02-2011,5557.549805,5599.25,5441.950195,5458.950195,5458.950195,0
21-02-2011,5456.600098,5526.25,5413.100098,5518.600098,5518.600098,0
22-02-2011,5504.399902,5519.450195,5437.299805,5469.200195,5469.200195,0
23-02-2011,5452.450195,5495.200195,5427.549805,5437.350098,5437.350098,0
24-02-2011,5408.75,5423.399902,5242.5,5262.700195,5262.700195,0
25-02-2011,5321.049805,5338.200195,5232.75,5303.549805,5303.549805,0
28-02-2011,5330.149902,5477,5308.600098,5333.25,5333.25,0
01-03-2011,5382,5533.049805,5373.549805,5522.299805,5522.299805,0
03-03-2011,5478.450195,5570.75,5468.25,5536.200195,5536.200195,0
04-03-2011,5586.200195,5608.200195,5524.100098,5538.75,5538.75,0
07-03-2011,5490.049805,5491.25,5408.450195,5463.149902,5463.149902,0
08-03-2011,5466.100098,5530.549805,5464.75,5520.799805,5520.799805,0
09-03-2011,5542.399902,5563.299805,5477.450195,5531,5531,0
10-03-2011,5516.100098,5516.299805,5468.450195,5494.399902,5494.399902,0
11-03-2011,5456.149902,5502.700195,5411.549805,5445.450195,5445.450195,0
14-03-2011,5436.5,5537.299805,5434.25,5531.5,5531.5,0
15-03-2011,5420,5497.850098,5373.649902,5449.649902,5449.649902,0
16-03-2011,5475.950195,5535.100098,5475.950195,5511.149902,5511.149902,0
17-03-2011,5455.399902,5510.049805,5435.299805,5446.649902,5446.649902,0
18-03-2011,5475.350098,5483.049805,5366.399902,5373.700195,5373.700195,0
21-03-2011,5408.75,5413.299805,5348.200195,5364.75,5364.75,0
22-03-2011,5390.850098,5428.149902,5376.149902,5413.850098,5413.850098,0
23-03-2011,5411.399902,5484.950195,5401.950195,5480.25,5480.25,0
24-03-2011,5501.799805,5529,5496.100098,5522.399902,5522.399902,0
25-03-2011,5588.649902,5667.100098,5560.950195,5654.25,5654.25,0
28-03-2011,5645.25,5709.100098,5643.200195,5687.25,5687.25,0
29-03-2011,5686.5,5770.350098,5680.700195,5736.350098,5736.350098,0
30-03-2011,5755.799805,5803.149902,5753.899902,5787.649902,5787.649902,0
31-03-2011,5803.049805,5872,5778.649902,5833.75,5833.75,0
01-04-2011,5835,5860.200195,5810.399902,5826.049805,5826.049805,0
04-04-2011,5842,5918.700195,5833.200195,5908.450195,5908.450195,0
05-04-2011,5923.850098,5928.649902,5855.850098,5910.049805,5910.049805,0
06-04-2011,5908,5944.450195,5868.799805,5891.75,5891.75,0
07-04-2011,5888.549805,5906.100098,5866.25,5885.700195,5885.700195,0
08-04-2011,5886.75,5926.950195,5822,5842,5842,0
11-04-2011,5805.350098,5830.299805,5777.899902,5785.700195,5785.700195,0
13-04-2011,5747.950195,5923.600098,5735.549805,5911.5,5911.5,0
15-04-2011,5898.75,5907.350098,5806.450195,5824.549805,5824.549805,0
18-04-2011,5824.350098,5897.899902,5722.25,5729.100098,5729.100098,0
19-04-2011,5716,5762.950195,5693.25,5740.75,5740.75,0
20-04-2011,5786.049805,5857.350098,5759.649902,5851.649902,5851.649902,0
21-04-2011,5882.850098,5912.899902,5864.350098,5884.700195,5884.700195,0
25-04-2011,5859.600098,5906.600098,5857,5874.5,5874.5,0
26-04-2011,5876.850098,5893.200195,5791.549805,5868.399902,5868.399902,0
27-04-2011,5884.200195,5892.350098,5819.950195,5833.899902,5833.899902,0
28-04-2011,5851.350098,5856.399902,5776.950195,5785.450195,5785.450195,0
29-04-2011,5782.5,5804.299805,5706.049805,5749.5,5749.5,0
02-05-2011,5766.899902,5775.25,5687.700195,5701.299805,5701.299805,0
03-05-2011,5689.700195,5710.799805,5554.850098,5565.25,5565.25,0
04-05-2011,5567.700195,5578.799805,5503,5537.149902,5537.149902,0
05-05-2011,5531.600098,5560.299805,5443.649902,5459.850098,5459.850098,0
06-05-2011,5477.649902,5564.399902,5472.450195,5551.450195,5551.450195,0
09-05-2011,5575.200195,5586.049805,5502.399902,5551.100098,5551.100098,0
10-05-2011,5555.549805,5592.899902,5514.549805,5541.25,5541.25,0
11-05-2011,5547.200195,5574.700195,5525,5565.049805,5565.049805,0
12-05-2011,5537.799805,5572.5,5476.299805,5486.149902,5486.149902,0
13-05-2011,5492.350098,5605,5472.149902,5544.75,5544.75,0
16-05-2011,5541.700195,5541.799805,5487.649902,5499,5499,0
17-05-2011,5496.100098,5523.850098,5421.049805,5438.950195,5438.950195,0
18-05-2011,5448.200195,5460.5,5401.25,5420.600098,5420.600098,0
19-05-2011,5448.149902,5452.600098,5411.25,5428.100098,5428.100098,0
20-05-2011,5450.649902,5517.549805,5432.75,5486.350098,5486.350098,0
23-05-2011,5456.700195,5456.700195,5373,5386.549805,5386.549805,0
24-05-2011,5385.100098,5422.600098,5367.450195,5394.850098,5394.850098,0
25-05-2011,5389.100098,5389.100098,5328.700195,5348.950195,5348.950195,0
26-05-2011,5372.75,5422.200195,5356.350098,5412.350098,5412.350098,0
27-05-2011,5413.700195,5485.799805,5413.600098,5476.100098,5476.100098,0
30-05-2011,5493.75,5509.299805,5458.600098,5473.100098,5473.100098,0
31-05-2011,null,null,null,null,null,null
01-06-2011,5561.049805,5597.350098,5559.450195,5592,5592,0
02-06-2011,5529.899902,5568.200195,5521.950195,5550.350098,5550.350098,0
03-06-2011,5565.700195,5604.950195,5507.200195,5516.75,5516.75,0
06-06-2011,5504.299805,5542.649902,5479.850098,5532.049805,5532.049805,0
07-06-2011,5509.149902,5570.100098,5507.799805,5556.149902,5556.149902,0
08-06-2011,5535.25,5556.600098,5514.899902,5526.850098,5526.850098,0
09-06-2011,5523.549805,5540.100098,5502.049805,5521.049805,5521.049805,0
10-06-2011,5518.049805,5521.450195,5457.450195,5485.799805,5485.799805,0
13-06-2011,5469.850098,5496.700195,5436.950195,5482.799805,5482.799805,0
14-06-2011,5485.600098,5520.149902,5484.200195,5500.5,5500.5,0
15-06-2011,5494.450195,5499.350098,5438.950195,5447.5,5447.5,0
16-06-2011,5419.649902,5447.5,5389.799805,5396.75,5396.75,0
17-06-2011,5412.5,5421.149902,5355.850098,5366.399902,5366.399902,0
20-06-2011,5372.200195,5377.399902,5195.899902,5257.899902,5257.899902,0
21-06-2011,5280.799805,5322.450195,5257,5275.850098,5275.850098,0
22-06-2011,5304.649902,5310.5,5262.5,5278.299805,5278.299805,0
23-06-2011,5269.100098,5330.600098,5252.25,5320,5320,0
24-06-2011,5343.399902,5477.850098,5343.399902,5471.25,5471.25,0
27-06-2011,5441.200195,5552.649902,5434.25,5526.600098,5526.600098,0
28-06-2011,5548.850098,5558.299805,5496.350098,5545.299805,5545.299805,0
29-06-2011,5566.5,5608.649902,5566.5,5600.450195,5600.450195,0
30-06-2011,5614.5,5657.899902,5606.100098,5647.399902,5647.399902,0
01-07-2011,5705.75,5705.799805,5609.75,5627.200195,5627.200195,0
04-07-2011,5679.549805,5679.649902,5633.100098,5650.5,5650.5,0
05-07-2011,5659.850098,5659.850098,5612.299805,5632.100098,5632.100098,0
06-07-2011,5622.700195,5655.399902,5610.75,5625.450195,5625.450195,0
07-07-2011,5633.350098,5737.149902,5632.950195,5728.950195,5728.950195,0
08-07-2011,5734.649902,5740.399902,5651.049805,5660.649902,5660.649902,0
11-07-2011,5648.049805,5652.899902,5601.700195,5616.100098,5616.100098,0
12-07-2011,5556.899902,5580.25,5496.950195,5526.149902,5526.149902,0
13-07-2011,5542.049805,5596.149902,5541.399902,5585.450195,5585.450195,0
14-07-2011,5512.299805,5512.299805,5512.299805,5512.299805,5512.299805,0
15-07-2011,5602.950195,5631.700195,5562.75,5581.100098,5581.100098,0
18-07-2011,5581.75,5596.600098,5550.950195,5567.049805,5567.049805,0
19-07-2011,5569.850098,5627.649902,5557.200195,5613.549805,5613.549805,0
20-07-2011,5642.049805,5645.399902,5555.100098,5567.049805,5567.049805,0
21-07-2011,5554.600098,5578.899902,5532.700195,5541.600098,5541.600098,0
22-07-2011,5576.950195,5642.200195,5567.100098,5633.950195,5633.950195,0
25-07-2011,5633.799805,5700.549805,5616.700195,5680.299805,5680.299805,0
26-07-2011,5688.450195,5702.25,5560.149902,5574.850098,5574.850098,0
